date,headline,summary,close_price,Headline_Sentiment,Content_Sentiment
2024-05-24,Investing on Steroids: 7 High-Growth Stocks for the Bold and Daring,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,15.760000228881836,0.6249,0.0
2024-05-22,Freshworks Q1: Downgrade To Hold Because Of Weak Near-Term Performance,"Freshworks 1Q24Â results showed weaker growth in billings, customer adds, and net dollar retention.Â Read the reasonsÂ why IÂ revised FRSH rating fromÂ buyÂ to hold.",15.31999969482422,-0.4404,-0.0772
2024-05-20,"Freshworks price target lowered by $10 at Needham, here's why, Wall Street Analysts Are Bullish on Top Technology Picks","Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.",15.804999828338625,0.0772,0.0
2024-05-16,"10 Information Technology Stocks Whale Activity In Today's Session, Freshworks management to meet with Needham","Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.",15.279999732971191,0.0,0.0
2024-05-15,"Tiger Global exits PDD Holdings, boosts Alphabet, Amazon among 1Q moves, Tiger Global exits PDD Holdings, boosts Alphabet, Amazon, cuts JD.com, Chase Coleman's Tiger Global exits PDD, boosts Amazon in Q1","Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.",14.106666564941406,0.7783,0.0
2024-05-14,Freshworks to Participate in Upcoming Investor Conferences,"SAN MATEO, Calif., May 14, 2024 (GLOBE NEWSWIRE) -- Freshworks Inc., (NASDAQ: FRSH) today announced participation in the following events: J.P. Morgan 52nd Annual Global Technology, Media and Communications Conference: Dennis Woodside, Chief Executive Officer, is scheduled to participate in a fireside chat on Tuesday, May 21, 2024 at 6:30 a.m. Pacific Time / 9:30 a.m. Eastern TimeJefferies Software Conference: Tyler Sloat, Chief Financial Officer, is scheduled to participate in a fireside chat o",11.34000015258789,0.0,0.0
2024-05-12,Alphabet Bought Up Two Slumping Stocks,YouTube and Google parent Alphabet bought more GitLab and Prime Medicine stock in the first quarter.,11.0,0.0,0.0
2024-05-08,"Freshwork (FRSH) Loses -23.99% in 4 Weeks, Here's Why a Trend Reversal May be Around the Corner, Expert Outlook: Freshworks Through The Eyes Of 11 Analysts, Analysts Are Bullish on Top Technology Stocks: Freshworks (FRSH), CyberArk Software (CYBR)","Freshwork (FRSH) has become technically an oversold stock now, which implies exhaustion of the heavy selling pressure on it. This, combined with strong agreement among Wall Street analysts in revising earnings estimates higher, indicates a potential trend reversal for the stock in the near term., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.",11.12333329518636,-0.128,0.4871
2024-05-07,HubSpot (HUBS) Reports Q1: Everything You Need To Know Ahead Of Earnings,Sales and marketing software maker HubSpot (NYSE:HUBS) will be reporting results tomorrow after the bell. Here's what to look for.,11.449999809265137,0.0,0.0
2024-05-06,Freshworks Inc. (NASDAQ:FRSH) Q1 2024 Earnings Call Transcript,"Freshworks Inc. (NASDAQ:FRSH) Q1 2024 Earnings Call Transcript May 1, 2024 Freshworks Inc. isn’t one of the 30 most popular stocks among hedge funds at the end of the third quarter (see the details here). Operator: Good day and thank you for standing by. Welcome to the Freshworks First Quarter 2024 Conference Call. At this […]",11.170000076293944,0.0,0.8883
2024-05-03,"Freshworks First Quarter 2024 Earnings: EPS Beats Expectations, Freshworks price target lowered by $7 at Canaccord, here's why, Freshworks price target lowered by $5 at Barclays, here's why","Freshworks ( NASDAQ:FRSH ) First Quarter 2024 Results Key Financial Results Revenue: US$165.1m (up 20% from 1Q 2023..., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.",12.99666659037272,-0.25,0.0
2024-05-02,"Why Freshworks Stock Crashed Today, Why Freshworks (FRSH) Stock Is Down Today, Q1 2024 Freshworks Inc Earnings Call, Analysts Offer Insights on Technology Companies: Freshworks (FRSH), Remitly Global (RELY) and Procore Technologies (PCOR), Freshworks plunges after cutting annual revenue forecast, CEO transition, 12 Information Technology Stocks Moving In Thursday's Intraday Session, These Stocks Are Moving the Most Today: Carvana, Fastly, Peloton, Qualcomm, Apple, DoorDash, Zillow, and More, What You Missed On Wall Street This Morning, Freshworks Q1 Non-GAAP Earnings, Revenue Increase; Names New Chief Executive, Freshworks price target lowered by $4 at Scotiabank, here's why, Carvana upgraded, Block downgraded: Wall Street's top analyst calls, Scotiabank Sticks to Its Hold Rating for Freshworks (FRSH), Freshworks Inc (FRSH) Q1 2024 Earnings Call Transcript Highlights: Robust Growth and Strategic ..., Why Is Freshworks (FRSH) Stock Down 17% Today?, Freshworks plunges as Oppenheimer cuts as 'lingering AI risks' weigh on outlook, Freshworks price target lowered by $9 at UBS, here's why, CYCC, BCAB and CARV among pre-market losers, Freshworks price target lowered by $4 at Morgan Stanley, here's why, Etsy Reports Downbeat Earnings, Joins Fastly, DoorDash And Other Big Stocks Moving Lower In Thursday's Pre-Market Session, 12 Information Technology Stocks Moving In Thursday's Pre-Market Session, Today’s Biggest Pre-Market Stock Movers: 10 Top Gainers and Losers on Thursday, Freshworks price target lowered by $8 at JMP Securities, here's why, Freshworks price target lowered by $6 at Cantor Fitzgerald, here's why, Freshworks price target lowered by $5 at JPMorgan, here's why, Buy Rating for Freshworks: Solid Market Position and Strong Future Cash Flow Prospects, Nasdaq, S&P 500 Futures Rise Ahead Of Apple Earnings: Why This Analyst Thinks 'No Cut' Scenario May Not Be Negative For Market, Freshworks (FRSH) Q1 2024 Earnings Call Transcript, Freshworks price target lowered by $5 at BofA, here's why, Freshworks just downgraded at Oppenheimer, here's why, Hold Rating on Freshworks Amidst Q1 Underperformance and Forward-Looking Concerns, Hold Rating on Freshworks Amidst Mixed Performance Signals and Revised Revenue Guidance, Why Aspen Aerogels Shares Are Trading Higher By 26%; Here Are 20 Stocks Moving Premarket, Positive Outlook for Freshworks Amidst Leadership Shift and Strategic Acquisitions: A Buy Rating, Freshworks just downgraded at Baird, here's why, What You Missed On Wall Street On Thursday, Analysts’ Opinions Are Mixed on These Technology Stocks: Freshworks (FRSH), TTM Technologies (TTMI) and Fastly (FSLY), XBP, NXTT among major tech gainers; FSLY, BNAI among losers","Freshworks beat Q1 expectations, but investors are worried about what comes next., Shares of business software provider Freshworks (NASDAQ: FRSH) fell 28.9% in the pre-market session after the company reported first-quarter results and provided full-year revenue guidance below expectations. The full year sales outlook was lowered to a range of $695.0 - $705.0m (vs. previous expectation of $703.5 - $711.5m). Additionally, it reported smaller net additions due to increased small-to-medium-sized business churn. The company also announced a leadership change, with Founder and Chie, Q1 2024 Freshworks Inc Earnings Call, Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., The company now expects annual revenue between $695 million and $705 million, compared with its previous forecast of $703.5 million to $711.5 million.  Freshworks said on Wednesday that Dennis Woodside will take over as CEO and founder Girish Mathrubootham will be the executive chairman., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Carvana posts a surprise first-quarter profit, Fastly stock sinks after the company issues guidance well below Wall Street estimates, and Peloton’s CEO is stepping down. Apple is scheduled to report fiscal second-quarter earnings after the closing bell Thursday., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Freshworks Q1 Non-GAAP Earnings, Revenue Increase; Names New Chief Executive, Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Discover how Freshworks Inc (FRSH) achieved a 20% revenue increase and strategic enhancements in Q1 2024, amidst leadership transitions and macroeconomic challenges., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., FRSH earnings call for the period ending March 31, 2024., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.",14.178378414463351,-0.7801,0.951
2024-05-01,"Freshworks Inc. (FRSH) Tops Q1 Earnings and Revenue Estimates, Freshworks Inc (FRSH) Q1 2024 Earnings: Surpasses Revenue Forecasts and Achieves Strong Free ..., Freshworks Inc. (FRSH) Q1 2024 Earnings Call Transcript, Freshworks's (NASDAQ:FRSH) Q1: Beats On Revenue But Stock Drops 17.9%, Freshworks Earnings Beat Expectations, But Guidance Disappoints. There’s a New CEO, Too., Freshworks Announces CEO Transition, Freshworks Reports First Quarter 2024 Results, Freshworks Inc. 2024 Q1 - Results - Earnings Call Presentation, Freshworks : First Quarter 2024 Earnings Presentation, Freshworks names Dennis Woodside as CEO, shares tumble, Freshworks names Dennis Woodside as CEO, US Stocks Mixed Ahead Of Fed Meeting, Chipmakers Tumble After AMD Earnings, Bitcoin Sinks: What's Driving Markets Wednesday?, FRSH Stock Earnings: Freshworks Beats EPS, Beats Revenue for Q1 2024, Wall Street Set To Open Lower After AMD Earnings Disappoint As Traders Look To Fed's Powell For Relief: Why This Analyst Sees Incoming Summer Rally, Fly Intel: After-Hours Movers, Freshworks raises FY24 EPS view to 32c-35c from 29c-31c, consensus 30c, Freshworks sees Q2 EPS 5c-6c, consensus 5c, VRM,  FRSH and MRAM  are among after hour movers, Freshworks Leadership Changes and Market Strategy Shift, 12 Information Technology Stocks Moving In Wednesday's After-Market Session, Freshworks appoints Dennis Woodside as CEO, Freshworks announces  Dennis Woodside as CEO, effective May 1, Freshworks reports Q1 EPS 10c, consensus 8c","Freshwork (FRSH) delivered earnings and revenue surprises of 25% and 0.99%, respectively, for the quarter ended March 2024. Do the numbers hold clues to what lies ahead for the stock?, Comprehensive Analysis of Freshworks' Financial Performance and Future Outlook, Freshworks Inc. (NASDAQ:NASDAQ:FRSH) Q1 2024 Earnings Conference Call May 1, 2024 5:00 PM ETCompany ParticipantsJoon Huh - VP, IRGirish Mathrubootham -..., Business software provider Freshworks (NASDAQ: FRSH) beat analysts' expectations in Q1 CY2024, with revenue up 19.9% year on year to $165.1 million. On the other hand, next quarter's revenue guidance of $169 million was less impressive, coming in 1.8% below analysts' estimates. It made a non-GAAP profit of $0.10 per share, improving from its profit of $0.03 per share in the same quarter last year., Freshworks  on Wednesday posted first quarter earnings that topped both its own forecast and Wall Street consensus estimates, while offering second-quarter and full-year guidance that came in slightly shy of analyst expectations.  In late trading Wednesday, Freshworks shares are down 18%, at $14.99.  The provider of IT services management and customer support software also announced that founder and CEO Girish Mathrubootham will be replaced effective today by Dennis Woodside, who has been president of the company since September 2022., Founder and CEO Girish Mathrubootham will transition to role of Executive Chairman, President Dennis Woodside to become Chief Executive Officer & PresidentSAN MATEO, Calif., May 01, 2024 (GLOBE NEWSWIRE) -- Freshworks Inc. (NASDAQ: FRSH) today announced the appointment of Dennis Woodside as Freshworks’ Chief Executive Officer & President, effective later today. Woodside, currently Freshworks’ President, will succeed Girish Mathrubootham, the company’s Founder, as CEO. Mathrubootham will transiti, First quarter revenue grew 20% year-over-year, 19% adjusting for constant currencyImproved business efficiency with $40.6 million in net cash provided by operating activities and $38.7 million of free cash flow in the quarter SAN MATEO, Calif., May 01, 2024 (GLOBE NEWSWIRE) -- Freshworks Inc. (NASDAQ: FRSH), a leading software company empowering businesses to delight their customers and employees, today announced financial results for its first quarter ended March 31, 2024. “Freshworks delivered, The following slide deck was published by Freshworks Inc., Q1 2024 Earnings Presentation May 1, 2024 © 2024 Freshworks Inc. All rights reserved. ..., Freshworks said on Wednesdaythat Dennis Woodside will take over as CEO of the CRM softwaremaker, and founder Girish Mathrubootham will be the firm'sexecutive chairman. Shares of the..., Freshworks said on Wednesdaythat Dennis Woodside will take over as CEO of the customerrelationship management software maker, and founder GirishMathrubootham will be the firm's executive..., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.",14.18652165454367,0.7783,0.9924
2024-04-30,"Can These 4 Internet Software Stocks Hit Q1 Earnings Targets?, Earnings To Watch: Freshworks (FRSH) Reports Q1 Results Tomorrow, The Fresh Factory Reports Fiscal 2023 Results with Record Annual Total Billed Revenue of $23.7M, Freshworks Q1 2024 Earnings Preview","Here, we take a sneak peek into how these Internet software stocks - PAYC, DAY, FRSH, and FSLY - are poised ahead of their earnings releases., Business software provider Freshworks (NASDAQ: FRSH) will be announcing earnings results tomorrow after market hours. Here's what to look for., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.",13.272500276565552,0.3182,0.3313
2024-04-29,"Will Earnings Cheer Continue To Buoy Markets? Apple, Amazon, Pfizer, Coinbase Lead Flurry Of Q1 Reports This Week",Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,14.229999542236328,0.6124,0.0
2024-04-25,"Freshworks May Face International Revenue Headwinds, Freshworks (FRSH) Receives a Rating Update from a Top Analyst","Freshworks Inc. provides online operations management software tools and operates in the customer service and CRM markets. Read more on FRSH stock here., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.",13.235000133514404,0.2023,0.0
2024-04-23,Playvox Brings New Integrated Workforce Management Solutions to Freshworks Customer Service Applications,"Playvox, the leading provider of Workforce Engagement Management (WEM) solutions for digital-first contact and support centers, officially announced its new Workforce Management Software (WFM) integration to Freshworks Customer Service Applications via an app on the Freshworks Marketplace. The AI-powered app will help businesses better manage their agent schedules in an omnichannel setup, forecast support workloads across channels, and plan short-term schedules and long-term resource requirement",13.899999618530272,0.1779,0.9287
2024-04-19,First Week of June 21st Options Trading For Freshworks (FRSH),Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,14.869999885559082,0.0,0.0
2024-04-17,"Freshworks price target lowered by $2 at Morgan Stanley, here's why, Fresh Factory Showcases State-Fueled Growth, The Fresh Factory Welcomes Illinois State Treasurer Michael Frerichs for On-Site Visit","Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.",14.420000076293944,0.836,0.0
2024-04-16,Jefferies software/Internet analyst to hold analyst/industry conference call,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,12.850000381469728,0.0,0.0
2024-04-12,Why Freshworks Inc. (NASDAQ:FRSH) Could Be Worth Watching,"Freshworks Inc. ( NASDAQ:FRSH ), is not the largest company out there, but it saw significant share price movement...",12.9399995803833,0.2263,0.6124
2024-04-10,"ClearBridge Mid Cap Strategy Q1 2024 Portfolio Manager Commentary, Freshworks to Announce First Quarter 2024 Financial Results on May 1, 2024","Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Freshworks Inc. will announce its financial results for the first quarter ended March 31, 2024 following the close of market on Wednesday, May 1, 2024.Freshworks will host a live audio webcast...",12.949999809265137,0.0,0.0
2024-04-01,Q4 Rundown: Freshworks (NASDAQ:FRSH) Vs Other Sales Software Stocks,"Quarterly earnings results are a good time to check in on a company’s progress, especially compared to other peers in the same sector. Today we are looking at Freshworks (NASDAQ:FRSH), and the best and worst performers in the sales software group.",12.520000457763672,0.0,0.7003
